Eviction_ID,Address,Zip,File Date,Neighborhood,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Constraints,Constraints Date,Supervisor_District,Client_Location
M150806,1000 Block of Greenwich Street,94133,4/10/2015,Russian Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/9/2018,3,"(37.8014283290089, -122.41697686259)"
M150800,2700 Block of Folsom Street,94110,4/9/2015,Mission,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7533065016892, -122.414090778467)"
M150801,3000 Block of 24th Street,94110,4/9/2015,Mission,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7525767675198, -122.413806460221)"
M150798,1300 Block of Market Street,94102,4/9/2015,Tenderloin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7770834639114, -122.416979326588)"
M150778,900 Block of Filbert Street,94133,4/9/2015,Russian Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/25/2018,3,"(37.80066710992, -122.41457835484)"
M150803,1300 Block of York Street,94110,4/9/2015,Mission,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7504611597825, -122.407891623166)"
M150805,300 Block of Connecticut Street,94107,4/9/2015,Potrero Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7618775214468, -122.397502364174)"
M150797,500 Block of 34th Avenue,94121,4/9/2015,Outer Richmond,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7786907478814, -122.494241004713)"
M150796,1900 Block of Alemany Boulevard,94112,4/9/2015,Outer Mission,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,"(37.7195814309351, -122.440315298528)"
M150780,700 Block of Hampshire Street,94110,4/9/2015,Potrero Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7599572845363, -122.407933088947)"
M150779,3300 Block of 26th Street,94110,4/9/2015,Mission,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7491457068177, -122.417313456871)"
M150802,200 Block of Leavenworth Street,94102,4/9/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7832504152126, -122.414216003054)"
M150799,2700 Block of Folsom Street,94110,4/9/2015,Mission,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7533065016892, -122.414090778467)"
M150777,200 Block of Winfield Street,94110,4/8/2015,Bernal Heights,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/7/2018,9,"(37.7416335795322, -122.41912899617)"
M150768,0 Block of Calgary Street,94134,4/8/2015,Visitacion Valley,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7086777562561, -122.416139628119)"
M150763,1300 Block of South Van Ness Avenue,94110,4/8/2015,Mission,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7515676528937, -122.416255532118)"
M150775,900 Block of Geary Street,94109,4/8/2015,Tenderloin,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7860512189898, -122.41892427779)"
M150766,4400 Block of California Street,94116,4/8/2015,Inner Richmond,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7849774201657, -122.465113708387)"
M150774,500 Block of Battery Street,94111,4/8/2015,Financial District/South Beach,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,"(37.7963352487462, -122.400515222852)"
M150764,1400 Block of Revere Avenue,94124,4/8/2015,Bayview Hunters Point,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7300297215503, -122.387395567646)"
M150767,1700 Block of Grove Street,94117,4/8/2015,Lone Mountain/USF,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,"(37.7750328321215, -122.44544921355)"
M150776,900 Block of Geary Street,94109,4/8/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7860512189898, -122.41892427779)"
M150765,4400 Block of California Street,94116,4/8/2015,Inner Richmond,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7849774201657, -122.465113708387)"
M150759,1200 Block of Union Street,94109,4/7/2015,Russian Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,2,"(37.7991072024242, -122.420226685239)"
M150760,3300 Block of Cesar Chavez Street,94110,4/7/2015,Bernal Heights,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7480783043252, -122.41703818925)"
M150761,2400 Block of Chestnut Street,94123,4/7/2015,Marina,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,"(37.7999259627917, -122.443692003599)"
M150762,3300 Block of Cesar Chavez Street,94110,4/7/2015,Bernal Heights,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7480783043252, -122.41703818925)"
M150757,200 Block of Pierce Street,94117,4/7/2015,Haight Ashbury,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/30/2018,5,"(37.7721456341643, -122.433896812548)"
M150748,600 Block of 10th Avenue,94118,4/6/2015,Inner Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/2/2018,1,"(37.7761096420144, -122.468156426307)"
M150741,300 Block of Hyde Street,94109,4/6/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7839735147519, -122.416045465659)"
M150752,400 Block of Somerset Street,94134,4/6/2015,Portola,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/1/2018,9,"(37.725982334092, -122.407372080522)"
M150730,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150750,800 Block of Hampshire Street,94110,4/6/2015,Mission,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/1/2018,9,"(37.7585039850955, -122.407899319971)"
M150738,1200 Block of Grant Avenue,94133,4/6/2015,North Beach,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,"(37.7983293340533, -122.40704747764)"
M150732,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150745,700 Block of Geary Street,94109,4/6/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7863607911374, -122.415616900342)"
M150744,1900 Block of Folsom Street,94103,4/6/2015,Mission,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.766121727905, -122.415454253397)"
M150743,300 Block of 5th Avenue,94118,4/6/2015,Inner Richmond,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7820328553998, -122.463211510027)"
M150742,200 Block of Dolores Street,94103,4/6/2015,Castro/Upper Market,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,8,"(37.7652067507015, -122.426591617441)"
M150749,100 Block of Stillman Street,94107,4/6/2015,South of Market,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/2/2018,6,"(37.7808261050067, -122.397440476092)"
M150731,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150739,200 Block of Leavenworth Street,94102,4/6/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7832504152126, -122.414216003054)"
M150751,300 Block of 28th Avenue,94121,4/6/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/3/2018,1,"(37.782802730633, -122.488220326718)"
M150737,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150733,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150746,200 Block of Onondaga Avenue,94112,4/6/2015,Outer Mission,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,"(37.7228977919558, -122.442022874694)"
M150735,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150754,2000 Block of Hayes Street,94117,4/6/2015,Lone Mountain/USF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,"(37.7733660130955, -122.450138886894)"
M150740,200 Block of Leavenworth Street,94102,4/6/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7832504152126, -122.414216003054)"
M150747,300 Block of Lansdale Avenue,94127,4/6/2015,West of Twin Peaks,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,"(37.7362520619556, -122.459261521646)"
M150736,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150734,500 Block of Natoma Street,94103,4/6/2015,South of Market,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7796886140527, -122.408201799041)"
M150753,200 Block of San Carlos Street,94110,4/6/2015,Mission,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7593905432322, -122.41983909787)"
M150724,0 Block of Ankeny Street,94134,4/3/2015,Portola,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7186905910905, -122.403692345246)"
M150726,1300 Block of Market Street,94102,4/3/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7770834639114, -122.416979326588)"
M150716,400 Block of Vallejo Street,94133,4/3/2015,North Beach,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/22/2018,3,"(37.7990810565773, -122.40433193337)"
M150720,200 Block of 25th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7848109229237, -122.48514853004)"
M150721,200 Block of 25th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7848109229237, -122.48514853004)"
M150715,400 Block of 34th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4/2/2018,1,"(37.7806103842361, -122.494519297676)"
M150727,1300 Block of Market Street,94102,4/3/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7770834639114, -122.416979326588)"
M150719,200 Block of 25th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7848109229237, -122.48514853004)"
M150714,0 Block of Edgehill Way,94127,4/3/2015,West of Twin Peaks,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,"(37.7429156047125, -122.460866660841)"
M150725,1300 Block of Market Street,94102,4/3/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7770834639114, -122.416979326588)"
M150718,200 Block of 25th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7848109229237, -122.48514853004)"
M150728,300 Block of Peninsula Avenue,94134,4/3/2015,Bayview Hunters Point,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7111186329246, -122.399177162202)"
M150723,200 Block of 25th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7848109229237, -122.48514853004)"
M150722,200 Block of 25th Avenue,94121,4/3/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,"(37.7848109229237, -122.48514853004)"
M150713,2100 Block of Van Ness Avenue,94109,4/2/2015,Pacific Heights,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,"(37.7952536543565, -122.42349059282)"
M150712,1600 Block of Powell Street,94133,4/2/2015,Chinatown,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,"(37.7997623024272, -122.41080730426)"
M150711,0 Block of Liebig Street,94112,4/2/2015,Outer Mission,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,11,"(37.708905404525, -122.456844245249)"
M150705,100 Block of Bernard Street,94109,4/1/2015,Nob Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/30/2018,3,"(37.796158959388, -122.415907056002)"
M150697,1800 Block of Washington Street,94109,4/1/2015,Pacific Heights,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2,"(37.7929999506139, -122.4237054882)"
M150698,200 Block of Cole Street,94117,4/1/2015,Lone Mountain/USF,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,"(37.7728331545549, -122.450948593357)"
M150699,400 Block of Eddy Street,94109,4/1/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7835654758713, -122.415051136713)"
M150706,1200 Block of Leavenworth Street,94109,4/1/2015,Nob Hill,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/28/2018,3,"(37.7925646333266, -122.416092971931)"
M150703,100 Block of Argonaut Avenue,94134,4/1/2015,Visitacion Valley,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.710756668553, -122.414750473824)"
M150704,0 Block of Ankeny Street,94134,4/1/2015,Portola,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,"(37.7186905910905, -122.403692345246)"
M150696,0 Block of Thrift Street,94112,4/1/2015,Oceanview/Merced/Ingleside,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,11,"(37.7175382141434, -122.455304907876)"
M150701,300 Block of 24th Avenue,94121,4/1/2015,Outer Richmond,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/30/2018,1,"(37.7830006443214, -122.483939035209)"
M150700,200 Block of Leavenworth Street,94102,4/1/2015,Tenderloin,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7832504152126, -122.414216003054)"
M150690,400 Block of Octavia Street,94102,3/31/2015,Hayes Valley,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3/31/2018,5,"(37.775926133837, -122.424579082578)"
M150687,0 Block of Hoff Street,94110,3/31/2015,Mission,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,9,"(37.7641898778957, -122.420437704711)"
M150675,100 Block of Gilbert Street,94103,3/31/2015,South of Market,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,6,"(37.7732093618805, -122.402242908575)"
M150689,100 Block of Parker Avenue,94118,3/31/2015,Presidio Heights,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2,"(37.7828036253069, -122.454487725657)"
M150688,1400 Block of Hyde Street,94109,3/31/2015,Russian Hill,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,3,"(37.7941341727572, -122.417955659704)"
M150666,200 Block of Vidal Drive,94132,3/30/2015,Lakeshore,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,"(37.7192018966832, -122.484666500018)"
M150658,2300 Block of 28th Avenue,94116,3/30/2015,Sunset/Parkside,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,"(37.7435563332832, -122.48546990346)"
M150650,200 Block of Nevada Street,94110,3/30/2015,Bernal Heights,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,9,"(37.7390242740972, -122.411497938554)"
M150665,100 Block of Font Boulevard,94132,3/30/2015,Lakeshore,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7,"(37.7155450529294, -122.473629919957)"
M150673,300 Block of Mount Vernon Avenue,94112,3/30/2015,Outer Mission,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3/25/2018,11,"(37.7178887386072, -122.446949852764)"
